,numero,año,escolaridad,experiencia,sindicalizado,etnia,casado,salud,sueldo,industria,ocupacion,lugar_residencia
2424,5221,1987,14,10,no,hisp,no,no,2.362335097,Transportation,"Craftsmen, Foremen_and_kindred",rural_area
2425,5223,1980,12,3,no,other,no,no,1.541164481,Trade,Clerical_and_kindred,rural_area
2426,5223,1981,12,4,no,other,no,no,1.805604876,Business_and_Repair_Service,Sales_Workers,rural_area
2427,5223,1982,12,5,no,other,no,no,1.975682307,Trade,Sales_Workers,rural_area
2428,5223,1983,12,6,no,other,no,no,1.791939077,Trade,"Managers, Officials_and_Proprietors",rural_area
2429,5223,1984,12,7,no,other,no,no,1.855316659,Trade,"Managers, Officials_and_Proprietors",rural_area
2430,5223,1985,12,8,no,other,no,no,1.275378107,Trade,Sales_Workers,rural_area
2431,5223,1986,12,9,no,other,no,no,1.557581027,Business_and_Repair_Service,"Craftsmen, Foremen_and_kindred",NA
2432,5223,1987,12,10,no,other,no,no,1.134645767,Trade,Clerical_and_kindred,NA
2433,5227,1980,12,5,no,other,no,no,2.691193084,Manufacturing,"Craftsmen, Foremen_and_kindred",rural_area
2434,5227,1981,12,6,no,other,no,no,0.446287103,Manufacturing,Operatives_and_kindred,rural_area
2435,5227,1982,12,7,no,other,no,no,1.547402522,Manufacturing,Laborers_and_farmers,rural_area
2436,5227,1983,12,8,sí,other,no,no,1.727120953,Manufacturing,"Craftsmen, Foremen_and_kindred",rural_area
2437,5227,1984,12,9,no,other,no,no,1.073019733,Manufacturing,"Craftsmen, Foremen_and_kindred",rural_area
2438,5227,1985,12,10,no,other,no,no,1.770781063,Manufacturing,"Craftsmen, Foremen_and_kindred",rural_area
2439,5227,1986,12,11,no,other,sí,no,2.030622074,Manufacturing,"Craftsmen, Foremen_and_kindred",rural_area
2440,5227,1987,12,12,no,other,sí,no,1.90759894,Manufacturing,Laborers_and_farmers,rural_area
2441,5248,1980,14,2,no,other,no,no,1.137844638,Agricultural,Farm_Laborers_and_Foreman,rural_area
2442,5248,1981,14,3,no,other,no,no,1.089581737,Agricultural,Farm_Laborers_and_Foreman,rural_area
2443,5248,1982,14,4,no,other,no,sí,2.030118186,Agricultural,Farm_Laborers_and_Foreman,rural_area
2444,5248,1983,14,5,sí,other,no,no,1.044561964,Agricultural,Laborers_and_farmers,rural_area
2445,5248,1984,14,6,no,other,no,no,1.1297699,Agricultural,Operatives_and_kindred,rural_area
2446,5248,1985,14,7,no,other,no,no,1.195634333,Agricultural,Farm_Laborers_and_Foreman,rural_area
2447,5248,1986,14,8,no,other,no,no,1.574935042,Manufacturing,Operatives_and_kindred,NA
2448,5248,1987,14,9,no,other,sí,no,1.90719838,Manufacturing,Operatives_and_kindred,NA
2449,5252,1980,10,2,no,other,no,no,0.411299402,Business_and_Repair_Service,Operatives_and_kindred,rural_area
2450,5252,1981,10,3,no,other,no,no,1.683545885,Trade,"Craftsmen, Foremen_and_kindred",rural_area
2451,5252,1982,10,4,no,other,no,no,1.279444954,Trade,"Craftsmen, Foremen_and_kindred",rural_area
2452,5252,1983,10,5,no,other,sí,no,1.598119851,Trade,"Craftsmen, Foremen_and_kindred",rural_area
2453,5252,1984,10,6,sí,other,sí,no,1.232993366,Manufacturing,"Craftsmen, Foremen_and_kindred",rural_area
2454,5252,1985,10,7,no,other,sí,no,1.472288074,Business_and_Repair_Service,"Craftsmen, Foremen_and_kindred",rural_area
2455,5252,1986,10,8,no,other,sí,no,1.219801118,Agricultural,"Craftsmen, Foremen_and_kindred",rural_area
2456,5252,1987,10,9,no,other,sí,no,1.669187917,Agricultural,"Craftsmen, Foremen_and_kindred",rural_area
2457,5263,1980,14,3,no,other,no,no,1.630321123,Trade,Laborers_and_farmers,rural_area
2458,5263,1981,14,4,no,other,sí,no,1.593933726,Trade,Clerical_and_kindred,rural_area
2459,5263,1982,14,5,no,other,sí,no,1.656601814,Trade,Sales_Workers,rural_area
2460,5263,1983,14,6,no,other,sí,no,1.786034711,Trade,"Managers, Officials_and_Proprietors",rural_area
2461,5263,1984,14,7,no,other,sí,no,1.603409064,Trade,"Managers, Officials_and_Proprietors",rural_area
2462,5263,1985,14,8,no,other,sí,no,1.678498013,Trade,"Managers, Officials_and_Proprietors",rural_area
2463,5263,1986,14,9,no,other,sí,no,1.851254729,Trade,"Managers, Officials_and_Proprietors",rural_area
2464,5263,1987,14,10,no,other,sí,no,1.529425975,Trade,"Managers, Officials_and_Proprietors",rural_area
2465,5274,1980,12,2,no,other,no,no,1.665730234,Manufacturing,Operatives_and_kindred,south
2466,5274,1981,12,3,no,other,sí,no,2.900422094,Trade,Laborers_and_farmers,south
2467,5274,1982,12,4,no,other,sí,no,1.764315523,Trade,Sales_Workers,south
2468,5274,1983,12,5,no,other,sí,sí,1.339217834,Trade,Sales_Workers,south
2469,5274,1984,12,6,no,other,sí,no,1.533065934,Trade,"Craftsmen, Foremen_and_kindred",south
2470,5274,1985,12,7,no,other,sí,no,1.79721432,Trade,Service_Workers,south
2471,5274,1986,12,8,no,other,sí,no,1.689168586,Trade,Service_Workers,south
2472,5274,1987,12,9,sí,other,sí,no,3.312527381,Trade,Sales_Workers,south
2473,5335,1980,12,3,no,other,no,no,1.447999567,Trade,Laborers_and_farmers,south
2474,5335,1981,12,4,no,other,sí,no,1.817077277,Trade,Laborers_and_farmers,nothern_central
2475,5335,1982,12,5,no,other,sí,no,1.755041886,Trade,Laborers_and_farmers,south
2476,5335,1983,12,6,no,other,sí,no,1.453232203,Trade,Clerical_and_kindred,south
2477,5335,1984,12,7,no,other,sí,no,1.492420602,Trade,"Managers, Officials_and_Proprietors",south
2478,5335,1985,12,8,no,other,sí,no,1.053294814,Trade,"Managers, Officials_and_Proprietors",south
2479,5335,1986,12,9,no,other,sí,no,1.502709911,Trade,"Managers, Officials_and_Proprietors",south
2480,5335,1987,12,10,sí,other,sí,no,1.483784694,Trade,"Managers, Officials_and_Proprietors",south
2481,5345,1980,12,2,no,other,no,no,1.516207817,Professional_and_Related Service,"Professional, Technical_and_kindred",south
2482,5345,1981,12,3,no,other,no,no,0.820980552,Professional_and_Related Service,Clerical_and_kindred,south
2483,5345,1982,12,4,no,other,no,no,1.25605072,Business_and_Repair_Service,Clerical_and_kindred,south
2484,5345,1983,12,5,no,other,no,no,1.109857634,Business_and_Repair_Service,"Professional, Technical_and_kindred",south
2485,5345,1984,12,6,no,other,no,no,1.394864312,Professional_and_Related Service,Clerical_and_kindred,south
2486,5345,1985,12,7,no,other,no,no,1.420649218,Professional_and_Related Service,Clerical_and_kindred,south
2487,5345,1986,12,8,no,other,no,no,1.977486819,Professional_and_Related Service,"Professional, Technical_and_kindred",south
2488,5345,1987,12,9,no,other,sí,no,1.963838659,Business_and_Repair_Service,Clerical_and_kindred,south
2489,5359,1980,12,4,no,other,no,no,0.244026762,Trade,Operatives_and_kindred,south
2490,5359,1981,12,5,no,other,no,no,1.000914646,Trade,Operatives_and_kindred,south
2491,5359,1982,12,6,no,other,no,no,0.982034371,Manufacturing,Operatives_and_kindred,south
2492,5359,1983,12,7,no,other,no,no,1.060433785,Trade,Operatives_and_kindred,south
2493,5359,1984,12,8,no,other,no,no,1.024893535,Trade,Operatives_and_kindred,south
2494,5359,1985,12,9,no,other,no,no,1.09907093,Trade,Operatives_and_kindred,south
2495,5359,1986,12,10,no,other,no,no,1.28142793,Trade,"Craftsmen, Foremen_and_kindred",south
2496,5359,1987,12,11,no,other,no,no,1.121921014,Trade,Operatives_and_kindred,south
2497,5368,1980,12,1,no,other,no,no,1.117426635,Trade,Laborers_and_farmers,nothern_central
2498,5368,1981,12,2,no,other,no,no,0.753251105,Trade,"Craftsmen, Foremen_and_kindred",nothern_central
2499,5368,1982,12,3,no,other,sí,no,1.300583135,Trade,"Craftsmen, Foremen_and_kindred",nothern_central
2500,5368,1983,12,4,no,other,sí,no,1.453691867,Trade,Clerical_and_kindred,south
2501,5368,1984,12,5,no,other,sí,no,1.504759983,Manufacturing,"Managers, Officials_and_Proprietors",south
2502,5368,1985,12,6,no,other,sí,no,1.485659811,Manufacturing,"Managers, Officials_and_Proprietors",south
2503,5368,1986,12,7,no,other,sí,no,1.601323862,Trade,"Managers, Officials_and_Proprietors",south
2504,5368,1987,12,8,no,other,sí,no,1.506668987,Manufacturing,"Managers, Officials_and_Proprietors",nothern_central
2505,5377,1980,12,2,no,other,no,no,1.528042274,Manufacturing,Clerical_and_kindred,south
2506,5377,1981,12,3,no,other,no,no,1.63225259,Manufacturing,Operatives_and_kindred,south
2507,5377,1982,12,4,no,other,no,no,1.635695129,Manufacturing,Operatives_and_kindred,south
2508,5377,1983,12,5,no,other,no,no,1.725410089,Manufacturing,Operatives_and_kindred,south
2509,5377,1984,12,6,no,other,no,no,1.509296006,Manufacturing,"Craftsmen, Foremen_and_kindred",south
2510,5377,1985,12,7,no,other,no,no,1.490893262,Manufacturing,"Craftsmen, Foremen_and_kindred",south
2511,5377,1986,12,8,no,other,no,no,1.563572657,Manufacturing,"Craftsmen, Foremen_and_kindred",south
2512,5377,1987,12,9,no,other,no,no,1.524606688,Manufacturing,"Craftsmen, Foremen_and_kindred",south
2513,5390,1980,14,2,no,other,sí,no,1.599236394,Trade,"Craftsmen, Foremen_and_kindred",south
2514,5390,1981,14,3,no,other,sí,no,1.323710875,Trade,"Craftsmen, Foremen_and_kindred",south
2515,5390,1982,14,4,no,other,sí,no,1.517034985,Trade,"Craftsmen, Foremen_and_kindred",south
2516,5390,1983,14,5,no,other,sí,no,1.463785743,Trade,"Craftsmen, Foremen_and_kindred",south
2517,5390,1984,14,6,no,other,sí,no,1.557502324,Manufacturing,"Craftsmen, Foremen_and_kindred",south
2518,5390,1985,14,7,no,other,sí,no,1.583134275,Manufacturing,"Craftsmen, Foremen_and_kindred",south
2519,5390,1986,14,8,no,other,sí,no,1.572749248,Trade,"Craftsmen, Foremen_and_kindred",south
2520,5390,1987,14,9,no,other,sí,no,1.607494348,Personal_Service,"Craftsmen, Foremen_and_kindred",south
2521,5419,1980,11,2,no,other,no,no,0.65189861,Professional_and_Related Service,Clerical_and_kindred,nothern_central
2522,5419,1981,11,3,no,other,no,no,0.913516805,Professional_and_Related Service,Clerical_and_kindred,nothern_central
2523,5419,1982,11,4,no,other,no,no,0.653584646,Professional_and_Related Service,Clerical_and_kindred,nothern_central
2524,5419,1983,11,5,no,other,no,no,1.19553627,Public_Administration,Clerical_and_kindred,south
2525,5419,1984,11,6,no,other,no,no,1.626085929,Public_Administration,"Professional, Technical_and_kindred",south
2526,5419,1985,11,7,no,other,no,no,1.819571227,Public_Administration,"Professional, Technical_and_kindred",south
2527,5419,1986,11,8,sí,other,sí,no,1.936412537,Professional_and_Related Service,"Professional, Technical_and_kindred",south
2528,5419,1987,11,9,sí,other,sí,no,2.008277956,Professional_and_Related Service,"Professional, Technical_and_kindred",south
2529,5435,1980,11,2,no,other,no,no,1.1194955,Trade,Operatives_and_kindred,south
2530,5435,1981,11,3,no,other,no,no,1.260980786,Manufacturing,Operatives_and_kindred,south
2531,5435,1982,11,4,no,other,no,no,1.193230708,Trade,Operatives_and_kindred,south
2532,5435,1983,11,5,no,other,sí,no,1.203872809,Trade,Operatives_and_kindred,south
2533,5435,1984,11,6,no,other,sí,no,1.399324338,Manufacturing,Operatives_and_kindred,south
2534,5435,1985,11,7,no,other,sí,no,1.29079399,Trade,Clerical_and_kindred,south
2535,5435,1986,11,8,no,other,sí,no,1.280709871,Trade,Sales_Workers,south
2536,5435,1987,11,9,no,other,sí,no,1.301463137,Manufacturing,Clerical_and_kindred,south
2537,5437,1980,12,2,no,other,sí,no,1.562142976,Agricultural,Farm_Laborers_and_Foreman,nothern_central
2538,5437,1981,12,3,no,other,sí,no,1.468570708,Agricultural,Farm_Laborers_and_Foreman,nothern_central
2539,5437,1982,12,4,no,other,sí,no,1.297460777,Agricultural,Farm_Laborers_and_Foreman,nothern_central
2540,5437,1983,12,5,no,other,sí,no,1.296784671,Manufacturing,Laborers_and_farmers,south
2541,5437,1984,12,6,no,other,sí,no,1.45080151,Agricultural,Clerical_and_kindred,south
2542,5437,1985,12,7,no,other,sí,no,1.522143158,Agricultural,"Craftsmen, Foremen_and_kindred",south
2543,5437,1986,12,8,no,other,sí,no,1.614380985,Manufacturing,"Craftsmen, Foremen_and_kindred",south
2544,5437,1987,12,9,no,other,sí,no,1.830967201,Manufacturing,"Managers, Officials_and_Proprietors",nothern_central
2545,5497,1980,12,2,no,other,sí,no,1.33952309,Trade,Clerical_and_kindred,NA
2546,5497,1981,12,3,no,other,sí,no,1.48683559,Trade,Clerical_and_kindred,NA
2547,5497,1982,12,4,no,other,sí,no,1.520969264,Trade,Clerical_and_kindred,NA
2548,5497,1983,12,5,no,other,sí,no,1.407396574,Trade,"Managers, Officials_and_Proprietors",NA
2549,5497,1984,12,6,no,other,sí,no,1.324928044,Trade,"Managers, Officials_and_Proprietors",NA
2550,5497,1985,12,7,no,other,sí,no,1.387895643,Trade,"Managers, Officials_and_Proprietors",NA
2551,5497,1986,12,8,no,other,sí,no,1.623736544,Trade,"Managers, Officials_and_Proprietors",NA
2552,5497,1987,12,9,no,other,sí,no,1.390474514,Trade,"Managers, Officials_and_Proprietors",NA
2553,5525,1980,8,5,no,other,no,no,1.093605212,Trade,Laborers_and_farmers,NA
2554,5525,1981,8,6,no,other,no,no,1.41275242,Manufacturing,Operatives_and_kindred,NA
2555,5525,1982,8,7,no,other,no,no,1.235463471,Agricultural,Laborers_and_farmers,NA
2556,5525,1983,8,8,no,other,no,no,1.299400451,Manufacturing,Laborers_and_farmers,NA
2557,5525,1984,8,9,no,other,sí,no,1.033850966,Business_and_Repair_Service,"Craftsmen, Foremen_and_kindred",NA
2558,5525,1985,8,10,no,other,sí,no,1.323134341,Business_and_Repair_Service,"Craftsmen, Foremen_and_kindred",NA
2559,5525,1986,8,11,no,other,sí,no,1.550149636,Business_and_Repair_Service,"Craftsmen, Foremen_and_kindred",south
2560,5525,1987,8,12,no,other,sí,no,1.563827401,Business_and_Repair_Service,"Craftsmen, Foremen_and_kindred",NA
2561,5529,1980,10,4,no,other,sí,no,1.264076728,Manufacturing,Laborers_and_farmers,NA
2562,5529,1981,10,5,no,other,sí,no,1.339337378,Manufacturing,Laborers_and_farmers,NA
2563,5529,1982,10,6,no,other,sí,no,1.725269728,Manufacturing,Operatives_and_kindred,NA
2564,5529,1983,10,7,no,other,sí,no,1.597813432,Manufacturing,Laborers_and_farmers,NA
2565,5529,1984,10,8,no,other,sí,no,1.698050571,Manufacturing,Laborers_and_farmers,NA
2566,5529,1985,10,9,no,other,sí,no,1.765961776,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
2567,5529,1986,10,10,no,other,sí,no,2.004764589,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
2568,5529,1987,10,11,no,other,sí,no,2.036268782,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
2569,5531,1980,12,5,no,other,no,no,1.64832844,Trade,Sales_Workers,NA
2570,5531,1981,12,6,no,other,no,no,1.53532994,Trade,Sales_Workers,NA
2571,5531,1982,12,7,no,other,no,no,1.530608844,Trade,Sales_Workers,NA
2572,5531,1983,12,8,no,other,no,no,1.830058607,Trade,Sales_Workers,NA
2573,5531,1984,12,9,no,other,sí,no,2.057706143,Trade,Sales_Workers,NA
2574,5531,1985,12,10,no,other,sí,no,2.235965406,Trade,Sales_Workers,NA
2575,5531,1986,12,11,no,other,sí,no,2.39357902,Trade,Sales_Workers,NA
2576,5531,1987,12,12,no,other,sí,no,2.176931874,Trade,"Managers, Officials_and_Proprietors",NA
2577,5579,1980,10,2,no,other,no,no,1.288369421,Professional_and_Related Service,Clerical_and_kindred,NA
2578,5579,1981,10,3,no,other,no,no,1.512708286,Construction,"Craftsmen, Foremen_and_kindred",NA
2579,5579,1982,10,4,no,other,no,no,1.265990062,Construction,"Craftsmen, Foremen_and_kindred",NA
2580,5579,1983,10,5,no,other,no,no,1.350716639,Construction,"Craftsmen, Foremen_and_kindred",NA
2581,5579,1984,10,6,no,other,sí,no,1.47490702,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
2582,5579,1985,10,7,no,other,sí,no,1.48277214,Construction,"Craftsmen, Foremen_and_kindred",NA
2583,5579,1986,10,8,no,other,sí,no,1.563572657,Construction,"Craftsmen, Foremen_and_kindred",south
2584,5579,1987,10,9,no,other,sí,no,1.628365922,Construction,"Craftsmen, Foremen_and_kindred",south
2585,5588,1980,9,8,no,other,no,no,1.412318972,Transportation,Laborers_and_farmers,NA
2586,5588,1981,9,9,no,other,sí,no,1.984131362,Manufacturing,Operatives_and_kindred,NA
2587,5588,1982,9,10,no,other,sí,no,1.669519713,Manufacturing,Operatives_and_kindred,NA
2588,5588,1983,9,11,no,other,sí,no,1.138881127,Agricultural,Operatives_and_kindred,NA
2589,5588,1984,9,12,no,other,sí,no,1.474291445,Agricultural,Operatives_and_kindred,NA
2590,5588,1985,9,13,no,other,sí,no,1.477152871,Transportation,Operatives_and_kindred,NA
2591,5588,1986,9,14,no,other,sí,sí,2.688983138,Transportation,Operatives_and_kindred,NA
2592,5588,1987,9,15,sí,other,sí,no,1.368433763,Transportation,Operatives_and_kindred,NA
2593,5599,1980,14,2,no,other,no,no,1.998045904,Personal_Service,Clerical_and_kindred,NA
2594,5599,1981,14,3,no,other,sí,no,1.609437912,Public_Administration,"Professional, Technical_and_kindred",south
2595,5599,1982,14,4,no,other,sí,no,1.691572312,Public_Administration,"Professional, Technical_and_kindred",NA
2596,5599,1983,14,5,no,other,sí,no,1.87549664,Public_Administration,"Professional, Technical_and_kindred",south
2597,5599,1984,14,6,no,other,sí,no,1.778123385,Professional_and_Related Service,"Professional, Technical_and_kindred",south
2598,5599,1985,14,7,no,other,sí,no,1.872391239,Public_Administration,"Professional, Technical_and_kindred",south
2599,5599,1986,14,8,no,other,sí,no,1.782618046,Public_Administration,"Managers, Officials_and_Proprietors",south
2600,5599,1987,14,9,no,other,sí,no,1.822239091,Professional_and_Related Service,"Professional, Technical_and_kindred",south
2601,5650,1980,11,2,no,other,no,no,1.17851084,Trade,Laborers_and_farmers,south
2602,5650,1981,11,3,sí,other,no,no,1.427116356,Manufacturing,Laborers_and_farmers,south
2603,5650,1982,11,4,no,other,no,no,1.426977476,Manufacturing,Operatives_and_kindred,south
2604,5650,1983,11,5,sí,other,no,no,1.656075395,Manufacturing,Operatives_and_kindred,south
2605,5650,1984,11,6,no,other,no,no,1.879479669,Manufacturing,Laborers_and_farmers,south
2606,5650,1985,11,7,no,other,sí,no,1.632911269,Manufacturing,Laborers_and_farmers,south
2607,5650,1986,11,8,no,other,sí,no,1.784045979,Manufacturing,Operatives_and_kindred,south
2608,5650,1987,11,9,sí,other,sí,no,1.581482336,Manufacturing,"Craftsmen, Foremen_and_kindred",south
2609,5660,1980,12,2,no,other,sí,no,1.845682841,Trade,"Craftsmen, Foremen_and_kindred",NA
2610,5660,1981,12,3,no,other,sí,no,1.785476726,Manufacturing,"Craftsmen, Foremen_and_kindred",south
2611,5660,1982,12,4,no,other,sí,no,2.00631405,Finance,Sales_Workers,south
2612,5660,1983,12,5,no,other,sí,no,1.94939011,Finance,Sales_Workers,south
2613,5660,1984,12,6,no,other,sí,no,2.017013943,Finance,Sales_Workers,south
2614,5660,1985,12,7,no,other,no,no,1.957905507,Finance,Sales_Workers,south
2615,5660,1986,12,8,no,other,no,no,1.983335795,Finance,Sales_Workers,south
2616,5660,1987,12,9,no,other,no,no,2.030977961,Finance,Sales_Workers,south
2617,5665,1980,14,3,no,other,no,no,1.429768106,Trade,Sales_Workers,south
2618,5665,1981,14,4,no,other,no,no,1.294197896,Trade,"Managers, Officials_and_Proprietors",south
2619,5665,1982,14,5,no,other,no,no,1.58514285,Trade,"Managers, Officials_and_Proprietors",south
2620,5665,1983,14,6,sí,other,no,no,1.341880057,Trade,"Managers, Officials_and_Proprietors",south
2621,5665,1984,14,7,sí,other,no,no,1.256319285,Trade,"Managers, Officials_and_Proprietors",south
2622,5665,1985,14,8,no,other,no,no,1.180581852,Trade,"Managers, Officials_and_Proprietors",south
2623,5665,1986,14,9,no,other,no,no,1.165345216,Trade,"Managers, Officials_and_Proprietors",south
2624,5665,1987,14,10,sí,other,no,no,1.276145329,Business_and_Repair_Service,Operatives_and_kindred,south
2625,5666,1980,14,1,no,other,no,no,1.676230825,Agricultural,"Craftsmen, Foremen_and_kindred",south
2626,5666,1981,14,2,no,other,no,no,1.500957269,Agricultural,Farm_Laborers_and_Foreman,south
2627,5666,1982,14,3,no,other,sí,no,1.690503365,Finance,"Managers, Officials_and_Proprietors",south
2628,5666,1983,14,4,no,other,sí,no,1.669320622,Finance,"Managers, Officials_and_Proprietors",south
2629,5666,1984,14,5,no,other,sí,no,1.682546384,Finance,Sales_Workers,NA
2630,5666,1985,14,6,no,other,sí,no,1.910543005,Finance,Sales_Workers,NA
2631,5666,1986,14,7,no,other,sí,no,1.884244892,Finance,Sales_Workers,south
2632,5666,1987,14,8,no,other,sí,no,2.189983713,Finance,Sales_Workers,south
2633,5698,1980,12,4,no,other,no,no,1.712971394,Construction,Clerical_and_kindred,NA
2634,5698,1981,12,5,no,other,sí,no,1.810108608,Trade,Clerical_and_kindred,NA
2635,5698,1982,12,6,sí,other,sí,no,1.467359814,Transportation,Clerical_and_kindred,NA
2636,5698,1983,12,7,sí,other,sí,no,1.740914275,Transportation,Clerical_and_kindred,NA
2637,5698,1984,12,8,sí,other,sí,no,1.713318043,Transportation,Clerical_and_kindred,NA
2638,5698,1985,12,9,sí,other,sí,no,2.133686557,Transportation,Clerical_and_kindred,NA
2639,5698,1986,12,10,sí,other,sí,no,2.07439828,Transportation,Clerical_and_kindred,NA
2640,5698,1987,12,11,sí,other,sí,no,2.112393353,Transportation,Clerical_and_kindred,NA
2641,5699,1980,13,2,no,other,no,no,1.829710589,Trade,Clerical_and_kindred,NA
2642,5699,1981,13,3,no,other,sí,no,1.934860313,Business_and_Repair_Service,Operatives_and_kindred,NA
2643,5699,1982,13,4,no,other,sí,no,1.863255471,Transportation,Sales_Workers,NA
2644,5699,1983,13,5,no,other,sí,no,1.560058636,Transportation,Clerical_and_kindred,NA
2645,5699,1984,13,6,no,other,sí,no,1.928679454,Transportation,Sales_Workers,NA
2646,5699,1985,13,7,no,other,sí,no,1.981323187,Transportation,"Managers, Officials_and_Proprietors",NA
2647,5699,1986,13,8,no,other,sí,no,2.058657435,Entertainment,Clerical_and_kindred,NA
2648,5699,1987,13,9,no,other,sí,no,2.148760997,Transportation,Clerical_and_kindred,NA
2649,5731,1980,11,3,sí,hisp,sí,no,1.204925639,Trade,Operatives_and_kindred,south
2650,5731,1981,11,4,no,hisp,sí,no,1.018569581,Trade,"Craftsmen, Foremen_and_kindred",south
2651,5731,1982,11,5,no,hisp,sí,no,1.314597059,Trade,Laborers_and_farmers,south
2652,5731,1983,11,6,no,hisp,sí,no,1.470517839,Trade,Clerical_and_kindred,south
2653,5731,1984,11,7,no,hisp,sí,no,1.445478209,Trade,Clerical_and_kindred,south
2654,5731,1985,11,8,no,hisp,sí,no,1.708803363,Trade,Clerical_and_kindred,south
2655,5731,1986,11,9,no,hisp,sí,no,2.38188298,Trade,Clerical_and_kindred,south
2656,5731,1987,11,10,sí,hisp,sí,no,1.589145209,Trade,Laborers_and_farmers,south
2657,5750,1980,11,5,sí,hisp,sí,no,1.048965349,Manufacturing,Operatives_and_kindred,south
2658,5750,1981,11,6,sí,hisp,sí,no,1.27818762,Finance,Clerical_and_kindred,nothern_central
2659,5750,1982,11,7,no,hisp,sí,no,1.663936338,Finance,Clerical_and_kindred,nothern_central
2660,5750,1983,11,8,sí,hisp,sí,no,1.637117482,Finance,Clerical_and_kindred,nothern_central
2661,5750,1984,11,9,sí,hisp,sí,no,1.84482719,Finance,"Managers, Officials_and_Proprietors",nothern_central
2662,5750,1985,11,10,no,hisp,sí,no,1.920112456,Finance,"Managers, Officials_and_Proprietors",nothern_central
2663,5750,1986,11,11,no,hisp,sí,no,2.321258358,Finance,Clerical_and_kindred,nothern_central
2664,5750,1987,11,12,no,hisp,sí,no,2.074653025,Finance,"Managers, Officials_and_Proprietors",nothern_central
2665,5755,1980,10,4,sí,hisp,sí,no,1.302817557,Professional_and_Related Service,Service_Workers,south
2666,5755,1981,10,5,no,hisp,sí,no,1.386294361,Professional_and_Related Service,Service_Workers,south
2667,5755,1982,10,6,no,hisp,sí,no,1.134215367,Public_Administration,Laborers_and_farmers,south
2668,5755,1983,10,7,no,hisp,sí,no,1.843193124,Transportation,"Craftsmen, Foremen_and_kindred",south
2669,5755,1984,10,8,no,hisp,sí,no,1.9544801,Public_Administration,"Craftsmen, Foremen_and_kindred",south
2670,5755,1985,10,9,no,hisp,sí,no,1.920112456,Transportation,"Craftsmen, Foremen_and_kindred",south
2671,5755,1986,10,10,sí,hisp,sí,no,1.923575391,Public_Administration,"Craftsmen, Foremen_and_kindred",south
2672,5755,1987,10,11,no,hisp,sí,no,1.90759894,Transportation,"Craftsmen, Foremen_and_kindred",south
2673,5772,1980,9,4,no,hisp,sí,no,-0.887685475,Mining,Operatives_and_kindred,south
2674,5772,1981,9,5,no,hisp,sí,no,1.232143681,Mining,Laborers_and_farmers,south
2675,5772,1982,9,6,no,hisp,sí,no,1.349576778,Construction,Operatives_and_kindred,south
2676,5772,1983,9,7,no,hisp,sí,no,1.624675641,Mining,Operatives_and_kindred,south
2677,5772,1984,9,8,no,hisp,sí,no,1.629715811,Manufacturing,Laborers_and_farmers,south
2678,5772,1985,9,9,no,hisp,sí,no,2.345382722,Manufacturing,Operatives_and_kindred,south
2679,5772,1986,9,10,no,hisp,sí,no,0.991941432,Transportation,Operatives_and_kindred,south
2680,5772,1987,9,11,no,hisp,sí,no,1.568544391,Manufacturing,Operatives_and_kindred,south
2681,5816,1980,12,3,no,hisp,no,no,1.268728415,Construction,Operatives_and_kindred,south
2682,5816,1981,12,4,no,hisp,no,no,1.588235705,Manufacturing,Operatives_and_kindred,south
2683,5816,1982,12,5,no,hisp,no,no,1.363681384,Construction,Operatives_and_kindred,south
2684,5816,1983,12,6,no,hisp,sí,no,1.457233511,Trade,Operatives_and_kindred,south
2685,5816,1984,12,7,no,hisp,sí,no,1.37959684,Manufacturing,Clerical_and_kindred,south
2686,5816,1985,12,8,no,hisp,sí,no,1.080995518,Construction,Operatives_and_kindred,south
2687,5816,1986,12,9,no,hisp,sí,no,1.379649818,Construction,"Craftsmen, Foremen_and_kindred",south
2688,5816,1987,12,10,no,hisp,sí,no,1.455613817,Personal_Service,"Craftsmen, Foremen_and_kindred",south
2689,5823,1980,11,3,no,hisp,no,no,1.129545835,Trade,Laborers_and_farmers,NA
2690,5823,1981,11,4,no,hisp,no,no,0.964081396,Trade,Operatives_and_kindred,NA
2691,5823,1982,11,5,sí,hisp,no,no,1.258171185,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
2692,5823,1983,11,6,no,hisp,no,no,1.150045944,Trade,Operatives_and_kindred,NA
2693,5823,1984,11,7,no,hisp,no,no,1.47490702,Manufacturing,Operatives_and_kindred,NA
2694,5823,1985,11,8,no,hisp,no,no,1.514647348,Trade,Operatives_and_kindred,NA
2695,5823,1986,11,9,no,hisp,no,no,1.280709871,Trade,Operatives_and_kindred,NA
2696,5823,1987,11,10,no,hisp,no,no,1.21342207,Trade,Operatives_and_kindred,NA
2697,5851,1980,13,1,no,hisp,no,no,-1.113821959,Construction,Laborers_and_farmers,NA
2698,5851,1981,13,2,no,hisp,no,no,1.501592785,Construction,Laborers_and_farmers,NA
2699,5851,1982,13,3,no,hisp,no,no,1.175838965,Construction,"Craftsmen, Foremen_and_kindred",NA
