"fecha","precio","habitaciones","baños","area_m2_util","area_m2_construida","pisos","año_construida","codigo_postal"
2015-03-23,202500000,3,2.5,228.5,1170.6,1,1970,98059
2014-09-10,231250000,4,1,143.1,418.1,1.5,1905,98116
2015-02-10,217500000,4,2.25,205.3,1307.4,1,1978,98059
2014-11-19,2.2e+08,3,2.5,133.8,504.8,2,2003,98053
2014-06-25,149975000,3,1.75,166.3,710.7,1,1978,98023
2015-05-04,2.2e+08,2,1.5,104.1,95.1,2,1970,98122
2014-11-13,156310000,3,2.5,117.1,1103.4,1,1975,98045
2014-06-05,186250000,3,1.5,109.6,1144.9,1,1981,98074
2015-02-09,148631000,3,2.5,160.7,750.3,2,1994,98003
2015-02-10,367500000,4,3,209,673.1,1,1963,98005
2014-08-26,2.15e+08,3,1.5,144,467.7,2,1922,98177
2014-10-22,120500000,2,1.75,99.4,905.8,1.5,1995,98014
2014-05-12,100500000,3,1,135.6,905.8,1,1969,98042
2015-04-20,2.85e+08,2,1,98.5,371.6,1,1910,98115
2014-05-08,2.69e+08,4,1.75,170.9,891.9,1,1967,98052
2015-05-12,364500000,3,2.5,226.7,394.3,2,2011,98052
2015-01-08,165750000,4,1.75,157.9,1370.9,1,1955,98006
2014-05-19,55350000,2,1,63.2,749.2,1,1941,98188
2014-10-02,122500000,3,2,157.9,784.8,1,1996,98022
2014-07-21,213500000,3,1.75,185.8,660.6,1,1956,98177
2014-08-06,325250000,4,1.75,217.4,551.8,1,1953,98115
2014-08-14,167950000,2,1,104.1,691.2,1,1939,98155
2014-09-03,267500000,2,2,140.3,476.9,1.5,1939,98199
2015-01-22,1.8e+08,5,2,197,223,1,1906,98144
2015-02-04,147450000,3,2.25,139.4,752.5,1,1968,98055
2015-03-11,2.3e+08,2,1,95.7,551.3,1,1928,98115
2014-09-15,884500000,4,3.5,505.4,3613.9,2,1990,98053
2014-05-09,231500000,2,1,106.8,408.8,1,1905,98112
2014-12-22,1.66e+08,5,1.5,224.8,4046.9,1,1962,98022
2014-09-09,99750000,4,2,162.6,754,1,1943,98056
2014-11-24,123500000,4,2,162.6,754,1,1943,98056
2014-06-09,221250000,4,2.5,201.6,1302.9,2,1992,98019
2014-06-19,3e+08,3,2,236,22055.4,1,2007,98022
2014-09-03,224500000,3,2.5,157,355.5,2,2005,98053
2015-03-06,362500000,4,1,148.6,418.1,1.5,1926,98115
2015-02-05,107500000,3,1,98.5,733.9,1,1961,98058
2014-12-18,291250000,2,1.75,184.9,608.4,1,1948,98115
2014-06-24,152500000,4,2.25,205.3,870.6,2,1968,98032
2014-09-23,3.67e+08,4,2.75,287.1,710.7,2,1959,98042
2014-05-05,1.5e+08,3,2,97.5,935.7,1,1986,98019
2014-05-05,262944000,5,1.75,236.9,6677.3,1,1960,98027
2014-09-11,355500000,4,2.5,194.6,408.8,1.5,1910,98116
2014-07-16,1.8e+08,3,1.75,141.2,1141,1,1978,98155
2014-12-10,178500000,5,2.5,255.5,1147.4,2,1987,98031
2014-09-30,117500000,3,1.75,111.5,860.8,1,1960,98002
2014-08-08,2.75e+08,3,1.75,170,903,1,1928,98040
2014-12-05,1.62e+08,3,1,107.8,669.1,1,1957,98133
2015-04-28,2.1e+08,3,2,162.6,858.3,1,1989,98133
2014-06-19,2.25e+08,4,2.5,223,714.7,2,2003,98059
2015-04-20,412500000,5,3.5,384.6,629,2,2004,98027
2014-07-22,1.36e+08,4,2.25,196.5,579.2,2,1998,98002
2014-10-22,240500000,3,2,239.7,1454.2,1.5,1990,98166
2014-08-05,2.5e+08,3,1,113.3,315.9,1,1927,98117
2014-06-12,2.24e+08,2,1.5,151.4,351.2,1,1940,98107
2015-03-19,2.4e+08,2,2,125.4,392.1,1,2004,98053
2014-09-08,237500000,3,2.5,157,268.5,2,2004,98053
2014-10-21,236250000,2,2.25,157.9,221.4,2,2005,98029
2014-09-23,145500000,4,2.25,175.6,707.5,1,1979,98003
2014-07-22,1.47e+08,2,1,79,487.7,1,1950,98133
2014-07-30,506525000,4,2.5,230.4,1178.8,1,1967,98004
2014-10-17,221250000,3,2.5,157,290.7,2,2002,98053
2014-06-27,8.5e+07,2,1,75.3,782.6,1,1959,98023
2015-04-28,791250000,4,2.5,369.8,1514.7,1,1968,98004
2015-02-18,332500000,3,2.25,239.7,557.4,2,1925,98144
2014-08-28,8.05e+08,5,4.5,565.3,13259.6,3,2000,98014
2014-07-14,337500000,2,1.75,198.8,464.5,1,1930,98112
2015-02-04,139950000,2,1.75,126.3,929,1,1957,98019
2014-06-30,437500000,4,1.5,167.2,301.5,1.5,1929,98103
2014-08-04,285500000,3,2.5,178.4,359.3,2,2005,98029
2014-06-17,1.6e+08,3,1,79.9,470.1,1.5,1927,98133
2014-08-26,262500000,3,2.5,217.4,3253.6,1,1986,98038
2014-07-11,8.25e+08,8,2.75,375.3,1919.9,1,1962,98004
2015-04-01,68950000,3,1.75,107.8,472.1,1,1942,98178
2014-06-03,2.2e+08,3,2.25,156.1,5301.3,2,1989,98045
2015-03-04,1.8e+08,3,1,118.9,359.5,1,1945,98122
2015-02-05,135500000,4,1.5,167.2,889.6,1,1977,98045
2014-05-28,232500000,6,3.25,394.8,2167.1,1,1967,98003
2014-09-26,1.4e+08,4,2.5,223,427,2,2004,98001
2015-04-28,141500000,2,1,87.3,589.9,1,1942,98103
2015-02-13,205750000,3,1,103.1,669.6,1,1980,98052
2014-09-17,1.41e+08,3,2.25,224.8,701.2,1,1967,98023
2014-12-09,267500000,3,2.5,171.9,139.3,2.5,2005,98199
2014-07-03,277364500,4,2.5,187.7,404.1,2,1943,98199
2015-02-24,4.34e+08,4,2.5,187.7,404.1,2,1943,98199
2014-06-16,213500000,3,2.5,170,6070.3,1,1991,98045
2014-11-17,227500000,4,1.75,178.4,557.4,1,1954,98125
2014-10-29,297500000,2,1.75,118.9,789.7,1,1953,98033
2015-03-20,2e+08,4,2.5,290.8,486.8,2,2004,98038
2014-06-25,3.85e+08,4,2.5,364.2,1153.4,2,1997,98075
2014-05-09,371250000,4,2.75,288,350.5,2,1919,98122
2014-06-24,6.25e+08,4,2.5,299.1,1449.3,1,1973,98006
2014-08-12,187500000,3,2,155.1,1279.7,1,1968,98045
2015-04-07,778800000,4,2.5,250.8,1658.6,2,1960,98004
2015-01-28,272500000,4,2,507.3,2125.6,1,1964,98032
2014-05-13,5.25e+08,4,3.25,408.8,1544.5,2,2003,98075
2014-12-17,782500000,3,1.75,203.5,789.7,1,1957,98112
2015-03-18,8.9e+07,4,1.5,111.5,1037.1,1.5,1970,98092
2014-10-09,131250000,3,1.75,136.6,965.3,1,1989,98031
2015-04-15,3.65e+08,3,1.75,153.3,464.5,1.5,1900,98107
2014-07-03,197500000,5,1.75,170.9,971.1,1,1948,98166
2014-10-24,177500000,3,1,112.4,617.8,1,1959,98008
2014-09-08,149995000,3,2.5,173.7,793.5,2,1989,98023
2015-03-27,562500000,4,3.25,361.4,39214,1.5,2001,98038
2014-11-18,212500000,4,2.25,247.1,1040.5,2,1972,98059
2015-01-07,174500000,2,1,106.8,701.6,1,1951,98125
2014-11-11,277475000,4,1.75,161.7,447.4,1,1942,98116
2014-11-16,1.63e+08,6,3,239.7,749.2,1.5,1913,98118
2014-06-26,2.9e+08,4,1.75,159.8,648,1,1975,98052
2014-08-27,349500000,3,2.5,254.6,1714.5,2,1977,98040
2014-11-25,378500000,3,2.75,242.5,1048.9,1,1985,98033
2014-07-23,167500000,3,1.75,130.1,735.8,1,1965,98034
2014-07-01,3.3e+08,3,2,238.8,2647.7,1,1983,98052
2015-04-17,2.7e+08,4,2.75,262.9,681.4,2,2005,98059
2014-10-10,1.6e+08,5,2.25,244.3,801.3,2,1966,98032
2015-04-21,1.4e+08,3,2.5,146.8,735.6,2,1994,98055
2014-07-23,1.62e+08,3,2,143.1,1015.5,1,1989,98045
2014-05-20,1.5e+08,3,1,197,718.6,1,1967,98059
2014-08-28,1.8e+08,3,1.75,170,929,2,1913,98019
2014-06-23,3e+08,3,2.5,210,943.2,2,1987,98074
2014-05-30,4.75e+08,4,1.75,232.3,8579.3,1,1970,98040
2014-07-09,299975000,3,3.25,170,167.6,3,2014,98117
2015-03-25,9.5e+07,4,1,110.6,735.8,1,1951,98126
2015-03-30,1.75e+08,4,1.75,214.6,836.3,1,1970,98034
2015-04-10,2.61e+08,3,1,114.3,427.4,1.5,1929,98116
2015-03-18,4.25e+08,3,2.5,273.1,1004.2,2,1992,98006
2014-06-30,1.54e+08,3,1,93.8,817.5,1,1954,98118
2014-12-02,5.1e+08,6,2.25,236.9,464.5,2,1907,98117
2014-10-28,198750000,3,1,137.5,473.8,1.5,1938,98103
2015-01-27,9.3e+07,3,1.75,135.6,740.2,1,1977,98023
2014-06-20,218250000,5,3,288.9,1154.7,1,1977,98011
2014-06-03,3.55e+08,3,2,198.8,457.4,1,1928,98103
2015-01-14,689300000,5,3.25,320.5,590.9,2,1905,98122
2015-04-28,2.25e+08,3,2.25,182.1,992.4,1,1957,98008
2015-01-21,187500000,4,2.75,175.6,486.8,1,1981,98106
2014-11-13,157500000,2,1,193.2,1361.9,1,1960,98178
2015-02-13,233750000,3,1,157.9,386.9,1.5,1918,98118
2015-02-27,1.65e+08,3,1,105.9,679.7,1,1959,98106
2014-07-25,332500000,3,2.5,291.3,5058.6,1.5,1910,98070
2015-03-24,3.8e+08,4,3.25,240.6,361.3,3,2013,98007
2014-12-30,234500000,3,1.75,137.5,74.3,2,2014,98136
2014-08-13,2.04e+08,3,3,139.4,136.8,2,2000,98122
2014-10-03,425500000,3,2.75,247.1,961.5,1,1971,98008
2014-07-25,2.05e+08,2,2,125.4,364.7,1,2007,98053
2015-03-13,117500000,2,1,79.9,975.5,1,1943,98024
2014-08-28,103550000,2,1,92.9,418.1,1,1916,98055
2014-06-26,2.8e+08,4,2.5,230.4,1519.9,1,1959,98028
2014-10-31,451500000,3,2.75,358.6,1187.9,2,1984,98006
2015-01-07,499250000,3,1.75,198.8,445.9,2,1905,98112
2014-07-30,134250000,4,1.75,169.1,1263.5,1.5,1959,98032
2014-10-15,247475000,2,1.75,206.2,3065.8,1,1970,98072
2014-08-01,5.65e+08,4,2.5,247.1,1040.5,2,1999,98004
2014-11-18,1.25e+08,3,2,136.6,1123.8,1,1942,98030
2015-03-20,224500000,4,1.75,218.3,5058.6,1,1971,98027
2015-01-12,612500000,3,2.25,276.9,715.4,1,1964,98112
2015-03-17,162500000,4,2,173.7,715.4,1,1966,98055
2014-06-15,2.53e+08,5,3,225.8,743.2,1,1957,98008
2015-03-25,375500000,4,2.5,259.2,607.4,2,2003,98027
2014-08-12,1.4e+08,3,2.5,127.3,2074.2,2,1993,98045
2014-05-14,5.6e+08,4,2.25,415.3,5608.8,2,1988,98072
2014-09-19,2.9e+08,3,1.75,189.5,7527.1,1,1980,98053
2015-04-23,332500000,4,2.25,217.4,492.4,1,1963,98008
2014-05-27,2.25e+08,4,2.5,234.1,791.1,2,1999,98019
2014-09-10,194950000,4,1,158.9,10886,1.5,1942,98055
2014-11-17,213500000,3,1,111.5,487.9,1,1962,98007
2015-04-16,132500000,3,1.75,123.6,1172.3,1,1983,98188
2014-11-05,1.99e+08,3,1.5,121.7,278.3,2,1998,98144
2014-11-04,1.77e+08,6,3.5,280.6,418.1,2,1941,98178
2015-04-13,169975000,4,2.5,210,565.4,2,1999,98030
2014-11-12,199500000,2,1,73.4,371.6,1,1948,98115
2014-10-10,162500000,2,2,90.1,464.5,1,1983,98034
2014-08-19,499400000,3,2,209,743.2,1,1955,98177
2014-09-19,1.75e+08,4,2.5,142.1,208.8,1.5,1914,98144
2014-08-05,5e+08,4,1.75,165.4,1062.4,1,1967,98004
2015-03-18,280500000,3,2.5,197,490.2,2,2005,98053
2014-07-07,122500000,2,1,139.4,621.1,1,1926,98133
2015-02-13,2.85e+08,2,1,139.4,621.1,1,1926,98133
2014-10-30,422500000,4,3,222,371.6,1.5,1931,98103
2014-09-29,157250000,4,2.5,222,891.9,2,1996,98010
2014-06-18,3.25e+08,3,1.75,271.3,870.5,1,1981,98006
2015-05-06,1.49e+08,2,1,79,464.5,1,1907,98055
2015-04-09,2.5e+08,2,1,86.4,297.3,1,1904,98122
2014-06-10,4.35e+08,4,2.5,310.3,1137.9,2,1998,98126
2015-04-06,149500000,2,1,66,625.4,1,1942,98126
2014-08-12,263500000,3,2.25,208.1,599.2,1,1979,98125
2014-11-06,2.1e+08,3,1,98.5,709.6,1,1966,98007
2015-02-12,1.45e+08,3,2.5,219.3,814.2,2,1991,98022
2014-10-15,8.31e+08,4,2.75,327,1783.7,1,1951,98136
2014-08-15,249995000,3,1.75,160.7,867.2,1,1977,98052
2014-10-27,157500000,3,1.75,108.7,371.6,1,1943,98106
2014-10-20,212500000,4,2.25,341.9,2440.2,2,1981,98042
2015-02-17,3.15e+08,3,2.5,269.4,4330.1,2,1987,98077
2014-11-18,182500000,3,1.75,119.8,669.4,1.5,1971,98034
2014-11-06,3.87e+08,4,2.75,186.7,650.3,2,1901,98199
2015-04-06,184444000,3,1.5,138.4,1132.1,1,1950,98155
2014-10-02,169750000,4,2.5,179.3,730.4,2,1994,98038
2014-09-23,172475000,4,1.75,208.1,696.8,1,1956,98133
2014-11-12,2.25e+08,3,2,215.5,1643.3,1,1952,98166
2014-11-18,407475000,4,2.75,277.8,615.6,2,2014,98052
2014-09-05,149950000,4,2.5,204.4,532.3,2,2003,98042
2015-02-27,157500000,3,2,139.4,727.2,1,1967,98058
2014-12-16,4.4e+08,3,1.75,358.6,836.1,1,1970,98155
2014-12-29,97500000,3,1.5,132.9,483.1,1,1977,98042
2014-12-08,4.55e+08,5,2.75,348.4,769.1,2,2001,98074
2014-08-27,2.7e+08,5,2.5,288,946.6,2,2002,98019
2014-05-16,1.53e+08,3,2.5,173.7,545.7,2,2005,98042
2014-10-16,1.36e+08,4,2.25,189.5,706.1,1,1978,98023
2014-12-09,647500000,5,3.5,343.7,790,2,1950,98105
2014-10-17,2.25e+08,3,1.75,292.6,860.1,1,1970,98027
2014-07-07,2.25e+08,3,2.5,184.9,1188.5,2,1993,98028
2014-06-10,1.55e+08,4,1,161.7,1028.9,1.5,1965,98133
2015-05-12,2.65e+08,2,2.25,193.2,1048.4,1,1954,98042
2015-01-12,217500000,4,2.5,191.4,940.6,2,1979,98028
2015-05-05,242500000,3,2,147.7,1042.6,1,1948,98177
2014-07-02,3.45e+08,3,1.5,163.5,371.6,2,1922,98102
2015-04-01,152500000,4,2.5,150.5,371.6,2,2008,98038
2014-11-05,1.5e+08,3,1.75,112.4,650.3,1,1975,98058
2015-01-22,144975000,4,3,189.5,469.2,1,1993,98092
2014-11-05,287500000,3,2.5,210.9,891.9,2,1990,98011
2014-06-27,9.1e+08,4,4.5,616.9,4954.5,2,1993,98077
2014-07-15,109500000,3,1.5,98.5,891.9,1,1962,98023
2014-07-02,132500000,4,3,180.2,759,1,1948,98155
2014-07-14,552500000,5,3.25,285.2,464.5,2,2006,98103
2015-03-09,1e+08,3,1,86.4,705.1,1,1943,98166
2015-04-24,272500000,4,2.75,202.5,787.8,1,1959,98146
2015-03-19,1.89e+08,3,2.5,197.9,780.8,2,1991,98058
2015-03-26,1.94e+08,2,1.75,74.3,445.9,1,1922,98136
2014-11-26,212500000,4,2.25,204.4,778.9,1,1959,98155
2014-07-07,2.68e+08,2,1.5,105,69.3,2,2009,98107
2014-05-28,587500000,3,2.5,183,2153.5,1,1937,98136
2015-03-24,314975000,3,2.5,156.1,150.5,2,2014,98119
2014-06-11,232500000,4,1.75,136.6,497,1,1955,98125
2014-08-27,272500000,4,2.25,222,3763.5,1,1969,98072
2015-01-28,2.96e+08,4,2.5,213.7,1037.3,2,1979,98008
2014-08-18,2.23e+08,4,2,211.8,4059.1,1,1957,98038
2014-07-16,187500000,3,2.5,123.6,75.8,3,2004,98117
2014-06-16,316250000,5,2.5,245.3,659.2,2,2003,98053
2014-08-08,229975000,4,1.75,225.8,905.5,1,1974,98155
2014-06-12,242500000,4,2.5,229.5,3258.4,2,1989,98092
2015-01-15,127500000,3,1,133.8,1052.6,1,1965,98168
2014-06-10,125875000,3,2,122.6,668.9,1,1975,98031
2015-05-01,362500000,3,2.5,261.1,585.3,2,2001,98074
2014-10-16,2.3e+08,3,3.25,127.3,110.9,3,2005,98107
2014-08-28,312500000,3,2.5,185.8,589.1,1,1981,98116
2014-05-08,2.65e+08,3,1.75,183.9,628,1,1973,98008
2015-04-27,197475000,3,2.5,190.5,759.2,2,2002,98168
2014-08-14,162475000,4,1.75,215.5,858.4,1,1959,98178
2015-05-06,1.65e+08,3,2.25,182.1,184.4,2,2003,98118
2015-02-17,1.1e+08,4,1.75,177.4,759.1,1,1986,98030
2014-07-07,342500000,3,3.25,188.6,1028.4,2,1980,98052
2015-02-24,2.5e+08,3,2.25,205.3,713.5,1,1972,98177
2014-09-04,1.84e+08,4,2.75,242.5,875.7,1,1965,98188
2014-11-03,412500000,3,2.25,234.1,740.9,2,1990,98033
2014-06-16,3.3e+08,6,1.75,170.9,257.7,1,1900,98122
2014-09-29,126500000,3,1.75,145.9,689,1,1971,98031
2015-03-07,196250000,4,2.75,223,1850.9,1,1953,98042
2015-02-14,302500000,3,1.75,179.3,501.7,2,1978,98177
2014-05-15,107500000,3,1,107.8,964.7,1,1969,98038
2014-09-25,3.25e+08,4,2.5,262,1393.5,2,1985,98052
2015-02-19,438750000,4,2,284.3,743.2,2,1922,98144
2014-06-19,116250000,3,1,122.6,785,1,1961,98023
2014-12-02,1.17e+08,2,2,111.5,336.7,2,2003,98038
2015-04-13,1.9e+08,3,1.75,144.9,9671.9,1,1970,98042
2014-09-16,2.1e+08,5,2.25,285.2,5948.9,1,1983,98001
2014-12-29,199975000,3,1,96.6,891.9,1,1978,98053
2014-05-21,128375000,3,2.5,184.9,835.3,1,1969,98042
2014-06-02,267500000,3,2.5,157,894.3,2,1984,98027
2014-11-07,257500000,3,2,168.2,254.4,2,1979,98008
2015-02-12,3.85e+08,4,1.75,234.1,784.3,1,1953,98004
2015-01-02,1.28e+08,3,2.5,145.9,475,1,1996,98001
2014-08-21,244950000,3,1,156.1,827.8,1,1940,98117
2014-08-20,82500000,3,1.5,116.1,668.9,1,1978,98032
2015-03-18,1.1e+08,3,1.5,118.9,719.3,1,1962,98031
2014-06-24,287500000,4,2.5,429.2,1931.7,2,1991,98023
2014-10-30,187500000,3,2.5,146.8,531.9,2,2004,98072
2015-01-22,211125000,3,1.75,153.3,663.8,2,1977,98155
2014-06-03,2.1e+08,3,1.75,154.2,891.9,1,1981,98011
2014-09-23,3.04e+08,4,2.5,223.9,663.3,2,1993,98074
2014-05-16,3.1e+08,3,2.25,159.8,371.6,1.5,1921,98105
2015-02-17,4.25e+08,3,2.5,289.9,1152.6,2,1983,98006
2015-01-16,231500000,4,2.5,249,922.3,1,1974,98027
2015-01-27,3.75e+08,5,1.75,245.3,1234.7,1,1954,98178
2015-03-25,5.35e+08,3,3.25,346.5,1232.3,2,1989,98077
2014-09-09,1.45e+08,3,2,157.9,603.7,1,1986,98038
2014-07-10,262500000,4,1.75,211.8,553.6,1,1947,98116
2015-02-17,159500000,3,2.25,113.3,276.9,2,1986,98034
2015-02-02,296250000,6,4.5,325.2,790,2,1980,98155
2014-05-13,1.75e+08,3,2.5,186.7,1328.3,2,1977,98070
2015-02-26,227450000,3,1.75,197.9,908.1,1,1973,98027
2015-04-15,1.36e+08,4,2.25,167.2,837.8,2,1992,98022
2014-07-16,178750000,3,1,99.4,940.6,1,1961,98033
2014-08-28,142500000,3,1.75,94.8,464.5,1,1954,98118
2015-03-26,1.4e+08,4,2,148.6,637.4,1,1994,98003
2014-09-03,238500000,4,1.5,128.2,724.6,1,1928,98125
2014-07-22,3.75e+08,3,2.25,303.8,15607.7,2,1982,98056
2014-11-19,297500000,4,2.5,195.1,290.3,2,1907,98107
2014-07-17,262500000,3,2.25,196,264.8,3,2001,98103
2014-07-11,159500000,3,1.75,152.4,4961,1,1966,98070
2014-08-27,112500000,3,2,122.6,526.3,1,1986,98023
2014-07-23,242500000,4,2.5,224.8,985.1,1,1958,98028
2014-07-03,170500000,3,1,129.1,447.2,1.5,1908,98115
2015-01-16,3.37e+08,3,3.25,215.5,626.5,2,2014,98125
2015-01-27,221125000,3,2.5,201.6,758.9,2,2003,98059
2014-05-13,295500000,4,2.25,251.8,3547,2,1977,98077
2014-11-13,1.38e+08,3,2,134.7,829.4,1,1998,98042
2014-08-22,1.97e+08,3,2.5,127.3,408.8,1,1988,98034
2014-11-19,177500000,3,2.5,168.2,296.5,1,2001,98019
2014-05-09,1.3e+08,3,2.5,131.9,1379.6,1,1963,98032
2014-07-01,1.5e+08,3,2.75,194.2,893.7,1,1987,98023
2015-03-24,1.55e+08,3,2.75,194.2,893.7,1,1987,98023
2014-12-02,104500000,3,1,123.6,641,1,1976,98023
2014-12-11,172475000,3,2,123.6,689.2,1,1985,98034
2014-06-11,1.15e+08,5,2,177.4,668.9,1,1951,98178
2015-04-24,168475000,3,1.75,214.6,713.5,1,1978,98032
2014-06-11,3.5e+08,3,2.75,232.3,685.4,1,1948,98177
2014-09-04,1.15e+08,3,2,121.7,681.2,1,1987,98038
2014-06-20,221750000,4,2.5,189.5,2023.5,2,1994,98014
2015-04-14,235500000,4,2.5,189.5,2023.5,2,1994,98014
2014-12-10,297500000,3,2.25,223,1514.4,1,1962,98115
2014-11-21,2.35e+08,3,1,130.1,456.5,1.5,1929,98117
2014-12-12,3e+08,4,1.75,157.9,724.6,1,1975,98052
2014-05-27,690500000,4,3.75,293.6,884.9,2.5,1997,98040
2014-11-14,213900000,3,1.75,124.5,1230.1,1,1985,98034
2014-06-06,222500000,4,2,136.6,779.9,1,1965,98008
2014-07-16,1.91e+08,3,1.75,166.3,713.4,1,1953,98133
2014-11-11,288500000,3,1.5,144.9,1881.4,1,1989,98074
2015-05-06,213500000,3,2.5,243.4,10076.6,2,1990,98038
2014-12-24,127500000,3,1,146.8,762.4,1,1962,98198
2014-07-21,1.2e+08,3,1,101.3,929,1,1961,98014
2014-06-20,617291000,5,3.25,301,608.6,1.5,1939,98115
2015-02-13,217500000,4,1.75,234.1,668.9,1,1955,98056
2015-03-27,7.25e+08,3,1.75,207.2,1256.9,1,1949,98004
2015-05-06,212500000,4,3,225.8,511.2,2,2002,98038
2014-12-16,196500000,2,1,94.8,390.2,1,1923,98136
2014-06-20,132475000,4,1,168.2,696.8,1,1959,98168
2015-04-12,373250000,4,2.5,321.4,901.1,2,1987,98074
2014-11-24,2.25e+08,3,1,187.7,752.5,1,1956,98125
2014-06-17,114975000,3,2,131,693.6,1,1983,98058
2015-01-13,212500000,2,1,69.7,371.6,1,1933,98108
2014-05-13,1277500000,4,2.5,492.4,2435.1,2,1923,98105
2015-04-27,7e+08,4,3.5,406.9,6188.5,1.5,1993,98077
2014-10-31,376500000,3,2.25,212.7,840.5,2,1984,98006
2014-10-06,1.55e+08,2,1,66.9,534.2,1,1943,98136
2014-12-19,197500000,2,1,111.5,558.7,1,1949,98118
2014-12-11,362500000,3,2.5,243.4,2666.6,1,1985,98052
2014-08-28,147500000,4,3,197,710.7,2,1964,98007
2014-06-23,112500000,3,1.75,146.8,819.4,1,1967,98003
2014-08-14,849500000,3,3.25,386.5,3265.8,3,2001,98040
2015-02-02,215500000,3,2.25,170,820.4,1,1979,98034
2015-03-26,179250000,3,2.5,185.8,748.5,1,1998,98042
2015-04-28,297500000,2,1,91,334.5,1,1907,98119
2015-03-19,2.34e+08,4,2.5,282.4,1921.4,2,2000,98019
2014-12-03,1.3e+08,4,1,161.7,752.5,1,1962,98058
2014-09-17,187500000,3,2,134.7,678.2,1.5,1955,98133
2014-05-25,147500000,3,2.5,144.9,390.2,2,2003,98038
2014-07-31,201950000,4,2.5,190.5,827.7,1,1986,98198
2014-07-22,134975000,3,1.75,163.5,1191.3,1,1956,98002
2015-02-18,3.2e+08,3,3.5,161.7,183.5,2,1998,98122
2014-06-27,110500000,3,1,84.5,816.5,1,1966,98148
2014-06-17,127500000,3,1.75,157.9,699.7,1,1987,98030
2014-06-23,1.5e+08,4,2.5,243.4,415.2,2,2008,98042
2015-03-20,1.35e+08,3,2.25,139.4,688.4,1,1973,98058
2015-03-03,287500000,4,1.75,151.4,534.2,1,1947,98116
2015-02-11,123450000,3,1.5,127.3,910.4,1,1968,98001
2015-04-06,317500000,2,2.5,129.1,105.2,2,2006,98102
2015-03-17,2.25e+08,3,2,143.1,6294.7,1,1900,98077
2014-09-10,107500000,3,1,110.6,696.8,1,1968,98042
2014-06-11,392500000,3,3.5,418.1,2031.8,2,2004,98092
2015-02-20,261250000,4,3,220.2,757.5,1,1977,98125
2014-07-22,7.5e+07,2,1.5,126.3,179.7,2,1978,98092
2014-12-15,99975000,2,1.75,80.8,1722.1,1,1946,98001
2014-06-18,1.5e+09,4,4.25,450.6,1156.2,2,1989,98034
2014-07-10,189950000,3,2,288.9,4177.6,2,1999,98058
2014-11-21,4.75e+08,4,2.5,343.7,655.1,2,2006,98029
2014-12-03,432500000,6,2.75,325.2,478.5,2,1909,98117
2014-06-04,392500000,3,1.75,155.1,891.9,1,1961,98040
2014-06-25,122850000,3,2.25,152.4,780.4,1,1968,98032
2015-04-15,475500000,3,2.25,315.9,1191.5,1,1961,98118
2015-04-02,249975000,3,1.75,191.4,325.2,1,1951,98118
2015-02-11,128500000,3,1.75,123.6,3394.4,1,1989,98092
2014-09-17,274500000,3,2,216.5,334.5,1.5,1900,98122
2015-02-09,8e+08,3,2.75,282.4,1955.8,2,1980,98004
2014-12-11,7e+08,5,3.75,343.7,735.8,3,1983,98115
2014-08-20,309500000,3,2,184.9,278.7,1.5,1927,98144
2014-10-09,155500000,5,3,187.7,549.7,1,1993,98108
2014-07-01,3e+08,5,2.25,276.9,722.9,1,1960,98125
2014-06-26,5.4e+08,4,3.5,370.7,489.3,2,2008,98006
2014-06-19,2.18e+08,2,1,73.4,613.2,1,1949,98122
2014-07-15,102500000,2,1,98.5,743.2,1,1941,98168
2014-09-03,2.57e+08,3,2.25,210,5018.1,1,1962,98072
2014-09-03,2.65e+08,2,2.5,176.5,277.1,2,2006,98053
2014-08-11,255500000,5,2.5,312.2,648.7,2,2006,98092
2014-05-15,1.05e+09,4,1.75,329.8,1845.5,2,1962,98039
2015-03-10,1.85e+08,5,2.5,254.6,507.3,2,2005,98031
2014-12-16,2.5e+08,4,1.75,189.5,557.4,1,1943,98136
2014-11-05,3.55e+08,4,2.5,378.1,12059.6,2,1998,98038
2014-09-08,1.35e+08,1,1,66.9,482.7,1,1911,98103
2014-08-05,207500000,3,1.75,185.8,780.4,1.5,1959,98133
2014-06-05,9e+08,5,4.5,408.8,1447.4,2,2003,98004
2014-12-17,1.18e+08,3,1.75,120.8,833.9,1,1967,98003
2014-12-08,1.39e+08,2,2.5,131.9,207.1,2,2004,98059
2014-06-03,1.56e+08,3,2.25,143.1,495.9,1,1954,98115
2015-03-04,269500000,3,2.25,143.1,495.9,1,1954,98115
2014-09-10,2.49e+08,3,3,219.3,255.5,2,1983,98125
2014-05-27,428500000,4,3,345.6,2698.2,2,1991,98033
2015-02-25,3.9e+08,3,1.75,157,1254.2,1,1978,98040
2014-09-23,3.25e+08,3,2,213.7,464.5,1,1938,98199
2015-04-09,279750000,4,1.75,153.3,658.5,1,1973,98027
2014-07-24,109975000,2,1,92,599,1,1948,98178
2014-07-25,335750000,4,2.25,197.9,781.3,2,1977,98006
2014-09-03,406500000,4,2.5,308.4,4896.6,2,1999,98074
2014-07-28,9.1e+07,3,2.25,182.1,824.5,1,1965,98003
2014-08-22,101850000,2,1,71.5,232.3,1,1913,98072
2014-05-05,3.7e+08,4,1.75,186.7,334.5,1.5,1902,98119
